true_title,journal_lowercase
Momentum-dependent resonant inelastic X-ray scattering at the Si K edge of 3C-SiC: A theoretical study on a relation between spectra and valence band dispersion,physica b: condensed matter
A colorimetric and ratiometric fluorescent probe for the imaging of endogenous hydrogen sulphide in living cells and sulphide determination in mouse hippocampus,organic & biomolecular chemistry
Structural and mechanistic studies of the base-induced Sommelet–Hauser rearrangement of N-α-branched benzylic azetidine-2-carboxylic acid-derived ammonium salts,organic & biomolecular chemistry
A highly efficient Mukaiyama–Mannich reaction of N-Boc isatin ketimines and other active cyclic ketimines using difluoroenol silyl ethers catalyzed by Ph3PAuOTf,organic & biomolecular chemistry
Proton-coupled electron transfer in the reduction of carbonyls using SmI2–H2O: implications for the reductive coupling of acyl-type ketyl radicals with SmI2–H2O,organic & biomolecular chemistry
A rapid and clean synthetic approach to cyclic peptides via micro-flow peptide chain elongation and photochemical cyclization: synthesis of a cyclic RGD peptide,organic & biomolecular chemistry
"Investigations on synthesis, growth and physicochemical properties of semi-organic NLO crystal bis(thiourea) ammonium nitrate for nonlinear frequency conversion",physica b: condensed matter
"One-pot synthesis of 6-(thien-2-yl)- and 6-(fur-2-yl)salicylates based on regioselective [3 + 3] cyclocondensations of 1,3-bis(trimethylsilyloxy)-1,3-butadienes",organic & biomolecular chemistry
Catalytic and stoichiometric approaches to the desymmetrisation of centrosymmetric piperazines by enantioselective acylation: a total synthesis of Dragmacidin A,organic & biomolecular chemistry
"Ni and Cu-catalyzed one pot synthesis of unsymmetrical 1,3-di(hetero)aryl-1H-indazoles from hydrazine, o-chloro (hetero)benzophenones, and (hetero)aryl bromides",organic & biomolecular chemistry
Direct access to the optically active VAChT inhibitor vesamicol and its analogues via the asymmetric aminolysis of meso-epoxides with secondary aliphatic amines,organic & biomolecular chemistry
Intrinsically incompatible crystal (ligand) field parameter sets for transition ions at orthorhombic and lower symmetry sites in crystals and their implications,physica b: condensed matter
Titanium superoxide – a stable recyclable heterogeneous catalyst for oxidative esterification of aldehydes with alkylarenes or alcohols using TBHP as an oxidant,organic & biomolecular chemistry
Ruthenium(III)-catalysed phenylselenylation of allyl acetates by diphenyl diselenide and indium(I) bromide in neat: isolation and identification of intermediate,organic & biomolecular chemistry
Lewis acid promoted construction of chromen-4-one and isoflavone scaffolds via regio- and chemoselective domino Friedel–Crafts acylation/Allan–Robinson reaction,organic & biomolecular chemistry
Tricyclic dihydrobenzoxazepine and tetracyclic indole derivatives can specifically target bacterial DNA ligases and can distinguish them from human DNA ligase I,organic & biomolecular chemistry
Comparison of the electron effective mass of the n-type ZnO in the wurtzite structure measured by cyclotron resonance and calculated from first principle theory,physica b: condensed matter
"Phase-transfer-catalyzed cyclization reaction of nucleophilic addition to electron-deficient 1,3-conjugated enynes for the synthesis of functionalized 4H-pyrans",organic & biomolecular chemistry
"Diastereoselective preparation of 2,4,6-trisubstituted-2′-cyanopiperidines: application to the construction of the carbon framework of perhydrohistrionicotoxin",organic & biomolecular chemistry
"Synthesis, X-ray crystal structures, and computational studies of 1,1′-bridged 4,4′-diaryl-2,2′-bibenzimidazoles: building blocks for supramolecular structures",organic & biomolecular chemistry
"Synthesis and orthogonal functionalization of oxazolo[5′,4′:4,5]pyrano[2,3-b]pyridine by intra- and intermolecular Pd-catalyzed direct C–H bond heteroarylation",organic & biomolecular chemistry
"Structurally diverse hamigerans from the New Zealand marine sponge Hamigera tarangaensis: NMR-directed isolation, structure elucidation and antifungal activity",organic & biomolecular chemistry
"Opioid peptides: synthesis and biological properties of [(Nγ-glucosyl,Nγ-methoxy)-α,γ-diamino-(S)-butanoyl]4-deltorphin-1-neoglycopeptide and related analogues",organic & biomolecular chemistry
"Pd(0)-catalyzed domino C–N coupling/hydroamination/C–H arylation reactions: efficient synthesis and photophysical properties of azaindolo[1,2-f]phenanthridines",organic & biomolecular chemistry
Effect of multi-walled carbon nanotubes aspect ratio and temperature on the dielectric behavior of alternating alkene-carbon monoxide polyketone nanocomposites,physica b: condensed matter
Thermo- and piezochromic properties of [Fe(hyptrz)]A2·H2O spin crossover 1D coordination polymer: Towards spin crossover based temperature and pressure sensors,physica b: condensed matter
"Synthesis, crystal structure, and physical property of radical cation salt of 2-(thiopyran-4-ylidene)-4,5-ethylenedithio-1,3-dithiole (TP-EDTT): (TP-EDTT)2SbF6",physica b: condensed matter
Synthesis of mono- and di-[12]aneN3 ligands and study on the catalytic cleavage of RNA model 2-hydroxypropyl-p-nitrophenyl phosphate with their metal complexes,organic & biomolecular chemistry
Binding affinity and inhibitory potency of neomycin and streptomycin on the Tat peptide interaction with HIV-1 TAR RNA detected by on-line acoustic wave sensor,organic & biomolecular chemistry
Influence of surfactant Ag on the structure of annealing Ni70Co30/Cu multilayers by X-ray reflection anomalous fine structure and X-ray absorption spectroscopy,physica b: condensed matter
Nonlinear absorption coefficient and relative refraction index change for an asymmetrical double δ-doped quantum well in GaAs with a Schottky barrier potential,physica b: condensed matter
"Formation and atomic structures of BnNn (n=24–60) clusters studied by mass spectrometry, high-resolution electron microscopy and molecular orbital calculations",physica b: condensed matter
Intermolecular sequential [4 + 2]-cycloaddition–aromatization reaction of aryl-substituted allenes with DMAD affording phenanthrene and naphthalene derivatives,organic & biomolecular chemistry
"Synthesis, characterization and structures of 2-(3,5-dimethylpyrazol-1-yl)ethylseleno derivatives and their probable glutathione peroxidase (GPx) like activity",organic & biomolecular chemistry
Direct oxidative amidation of aldehydes with amines catalyzed by heteropolyanion-based ionic liquids under solvent-free conditions via a dual-catalysis process,organic & biomolecular chemistry
Asymmetric Friedel–Crafts alkylation of indoles with 3-nitro-2H-chromenes catalyzed by diphenylamine-linked bis(oxazoline) and bis(thiazoline) Zn(II) complexes,organic & biomolecular chemistry
Rapid synthesis of bis(hetero)aryls by one-pot Masuda borylation–Suzuki coupling sequence and its application to concise total syntheses of meridianins A and G,organic & biomolecular chemistry
Application of a low-cost piezoelectric displacement estimation technique based on laser interferometry for hysteresis open-loop compensation in an AFM scanner,physica b: condensed matter
"Iodine mediated/Brønsted acid-catalyzed dimerization of vinylarenes: a tandem reaction through Ritter trapping to produce N-(4-iodo-1,3-diarylbutyl) acetamides",organic & biomolecular chemistry
Synthetic evaluation of disulphide-bonded sarafotoxin on a poly(oxy ether) grafted dendrimeric poly(alkyl amine) support for polymer assisted organic synthesis,organic & biomolecular chemistry
First observation of angle-dependent Stark cyclotron resonance in bulk crystals: High-electric-field interlayer magnetotransport in a layered organic conductor,physica b: condensed matter
"Mild one-pot Horner–Wadsworth–Emmons olefination and intramolecular N-arylation for the syntheses of indoles, all regio-isomeric azaindoles, and thienopyrroles",organic & biomolecular chemistry
"The influence of the number of pulses on the morphological and photoluminescence properties of SrAl2O4:Eu2+,Dy3+ thin films prepared by pulsed laser deposition",physica b: condensed matter
Element specific electronic states and spin-flip-like behavior of Ce in (Ce0.2Gd0.8)Ni composed of heavy fermion CeNi and ferri-magnet GdNi through XMCD method,physica b: condensed matter
"Catalytic addition of alkyne C–H, amine N–H, and phosphine P–H bonds to carbodiimides: an efficient route to propiolamidines, guanidines, and phosphaguanidines",organic & biomolecular chemistry
Enhancement of the properties of a drug by mono-deuteriation: reduction of acid-catalysed formation of a gut-motilide enol ether from 8-deuterio-erythromycin B,organic & biomolecular chemistry
"Design, synthesis and biological evaluation of hydrogen sulfide releasing derivatives of 3-n-butylphthalide as potential antiplatelet and antithrombotic agents",organic & biomolecular chemistry
Lewis base catalyzed asymmetric substitution/Diels–Alder cascade reaction: a rapid and efficient construction of enantioenriched diverse tricyclic heterocycles,organic & biomolecular chemistry
Crystallization kinetics study on tilted ordering in N-(p-n-alkyoxybenzylidene)-p-n-alkylanilines (nO.m compounds) by thermal and electrical techniques. Part I,physica b: condensed matter
Palladium-catalyzed copper(I)-mediated cross-coupling of arylboronic acids and 2(1H)-pyrazinones facilitated by microwave irradiation with simultaneous cooling,organic & biomolecular chemistry
"Expedient synthesis of tetrasubstituted pyrroles via a copper-catalyzed cascade inter-/intramolecular cyclization of 1,3-enynes carry a nitro group with amines",organic & biomolecular chemistry
Between two worlds: a comparative study on in vitro and in silico inhibition of trypsin and matriptase by redox-stable SFTI-1 variants at near physiological pH,organic & biomolecular chemistry
"Kinetics of hydrolysis of 4-methoxyphenyl-2,2-dichloroethanoate in binary water–cosolvent mixtures; the role of solvent activity and solute–solute interactions",organic & biomolecular chemistry
Study of the influence of semiconductor material parameters on acoustic wave propagation modes in GaSb/AlSb bi-layered structures by Legendre polynomial method,physica b: condensed matter
"Synthesis of 2,2-dimethyl-1,25-dihydroxyvitamin D3: A-ring structural motif that modulates interactions of vitamin D receptor with transcriptional coactivators",organic & biomolecular chemistry
D-Isonucleotide (isoNA) incorporation around cleavage site of passenger strand promotes the vibration of Ago2-PAZ domain and enhances in vitro potency of siRNA,organic & biomolecular chemistry
Carbazole–thiosemicarbazone–Hg(II) ensemble-based colorimetric and fluorescence turn-on toward iodide in aqueous media and its application in live cell imaging,organic & biomolecular chemistry
Carboxy-directed asymmetric hydrogenation of α-alkyl-α-aryl terminal olefins: highly enantioselective and chemoselective access to a chiral benzylmethyl center,organic & biomolecular chemistry
Oligomannoside mimetics by glycosylation of ‘octopus glycosides’ and their investigation as inhibitors of type 1 fimbriae-mediated adhesion of Escherichia coli,organic & biomolecular chemistry
"1-(Fluoroalkylidene)-1,1-bisphosphonic acids are potent and selective inhibitors of the enzymatic activity of Toxoplasma gondii farnesyl pyrophosphate synthase",organic & biomolecular chemistry
"Synthesis of 4-methyl-N′-(3-alkyl-2r,6c-diarylpiperidin-4-ylidene)-1,2,3-thiadiazole-5-carbohydrazides with antioxidant, antitumor and antimicrobial activities",organic & biomolecular chemistry
"Multivalent presentation of carbohydrates by 314-helical peptide templates: synthesis, conformational analysis using CD spectroscopy and saccharide recognition",organic & biomolecular chemistry
Fabrication of Au nanoparticle/double-walled carbon nanotube film/TiO2 nanotube array/Ti heterojunctions with low resistance state for broadband photodetectors,physica b: condensed matter
A tetra-n-butylammonium iodide mediated reaction of indoles with Bunte salts: efficient 3-sulfenylation of indoles under metal-free and oxidant-free conditions,organic & biomolecular chemistry
Bi- to tetravalent glycoclusters presenting GlcNAc/GalNAc as inhibitors: from plant agglutinins to human macrophage galactose-type lectin (CD301) and galectins,organic & biomolecular chemistry
"A 7-nitrobenz-2-oxa-1,3-diazole based highly sensitive and selective turn-on chemosensor for copper(II) ion with intracellular application without cytotoxicity",organic & biomolecular chemistry
A one-pot synthetic method for the hetero-bifunctionalization of α-cyclodextrin at the secondary hydroxyl side with high clockwise–counterclockwise selectivity,organic & biomolecular chemistry
Synthesis and characterization of bisoxazolines- and pybox-copper(II) complexes and their application in the coupling of α-carbonyls with functionalized amines,organic & biomolecular chemistry
Large spontaneous spin-splitting and enhanced effective g-factor in two-dimensional electron gases at In0.75Ga0.25As/In0.75Al0.25As metamorphic heterojunctions,physica b: condensed matter
A comparative study of the self-immolation of para-aminobenzylalcohol and hemithioaminal-based linkers in the context of protease-sensitive fluorogenic probes,organic & biomolecular chemistry
Highly selective synthesis of tetra-substituted furans and cyclopropenes: copper(I)-catalyzed formal cycloadditions of internal aryl alkynes and diazoacetates,organic & biomolecular chemistry
"Heck reaction on protected 3-alkyl-1,2-dien-1-ols: an approach to substituted 3-alkenylindoles, 2-alkoxy-3-alkylidene-2,3-dihydrobenzofuranes and -indolidines",organic & biomolecular chemistry
Selective activation of glycosyl donors utilising electrochemical techniques: a study of the thermodynamic oxidation potentials of a range of chalcoglycosides,organic & biomolecular chemistry
A linear hydroxymethyl tetramate undergoes an acetylation–elimination process for exocyclic methylene formation in the biosynthetic pathway of pyrroindomycins,organic & biomolecular chemistry
"Scandium triflate catalyzed cycloaddition of imines with 1,1-cyclopropanediesters: efficient and diastereoselective synthesis of multisubstituted pyrrolidines",organic & biomolecular chemistry
"Heronamides A–C, new polyketide macrolactams from an Australian marine-derived Streptomyces sp. A biosynthetic case for synchronized tandem electrocyclization",organic & biomolecular chemistry
Molecular design of novel non-planar heteropolycyclic fluorophores with bulky substituents: convenient synthesis and solid-state fluorescence characterization,organic & biomolecular chemistry
"Stereoselective synthesis of thiazino[4,3-a]indoles using the thia-Pictet–Spengler reaction of indoles bearing N-tethered thiols and vinylogous thiocarbonates",organic & biomolecular chemistry
An improved procedure to prepare 3-methyl-4-nitroalkylenethylisoxazoles and their reaction under catalytic enantioselective Michael addition with nitromethane,organic & biomolecular chemistry
Investigation of acid–base catalysis in the extradiol and intradiol catechol dioxygenase reactions using a broad specificity mutant enzyme and model chemistry,organic & biomolecular chemistry
"A novel approach of cycloaddition of difluorocarbene to α,β-unsaturated aldehydes and ketones: synthesis of gem-difluorocyclopropyl ketones and 2-fluorofurans",organic & biomolecular chemistry
Rh(III)-catalyzed direct C–H/C–H cross-coupling of quinones with arenes assisted by a directing group: identification of carbazole quinones as GSKβ inhibitors,organic & biomolecular chemistry
Complexation between a triptycene-derived oxacalixarene and π-extended viologens: linker-length-dependent orientation of the macrocycles in pseudo[3]rotaxanes,organic & biomolecular chemistry
Synthesis of sialic acid derivatives based on chiral substrate-controlled stereoselective aldol reactions using pyruvic acid oxabicyclo[2.2.2]octyl orthoester,organic & biomolecular chemistry
"Biotin-, fluorescein- and ‘clickable’ conjugates of phospha-oseltamivir as probes for the influenza virus which utilize selective binding to the neuraminidase",organic & biomolecular chemistry
"The directing group wins over acidity: kinetically controlled regioselective lithiation for functionalization of 2-(2,4-dihalophenyl)-1,3-dithiane derivatives",organic & biomolecular chemistry
Fragmentations observed in the reactions of α-methoxy-γ-alkoxyalkyl iodide substrates with super-electron-donors derived from 4-DMAP and N-methylbenzimidazole,organic & biomolecular chemistry
Cycloaddition reactions of polyenic donor–π-acceptor systems with an electron-rich alkyne: access to new chromophores with second-order optical nonlinearities,organic & biomolecular chemistry
"Alkali-metal ion catalysis and inhibition in nucleophilic displacement reactions at carbon, phosphorus and sulfur centres. IX.p-Nitrophenyl diphenyl phosphate",organic & biomolecular chemistry
"First-principles investigations of electron-hole inclusion effects on optoelectronic properties of Bi2Te3, a topological insulator for broadband photodetector",physica b: condensed matter
"Photoswitching tripodal single molecular tip for noncontact AFM measurements: synthesis, immobilization, and reversible configurational change on gold surface",organic & biomolecular chemistry
The first experimental confirmation of the fractional kinetics containing the complex-power-law exponents: Dielectric measurements of polymerization reactions,physica b: condensed matter
A new mild base-catalyzed Mannich reaction of hetero-arylamines in water: highly efficient stereoselective synthesis of β-aminoketones under microwave heating,organic & biomolecular chemistry
Reactions of 5-mercaptoazoles and pyridine-2-thiones with acetylenic esters. Selectivity of the formation of novel fused thiazin-4-ones and thiazolidin-4-ones,organic & biomolecular chemistry
"Design, synthesis and DNA/RNA binding studies of nucleic acids comprising stereoregular and acyclic polycarbamate backbone: polycarbamate nucleic acids (PCNA)",organic & biomolecular chemistry
"Design, synthesis, and in vitro evaluation of a fluorescently labeled irreversible inhibitor of the catalytic subunit of cAMP-dependent protein kinase (PKACα)",organic & biomolecular chemistry
Analysis of mechanical properties of N2in situ doped polycrystalline 3C-SiC thin films by chemical vapor deposition using single-precursor hexamethyildisilane,physica b: condensed matter
"Thermodynamic properties of binary mixtures containing dimethyl carbonate+2-alkanol: Experimental data, correlation and prediction by ERAS model and cubic EOS",physica b: condensed matter
Correction: Stereodivergent synthesis of right- and left-handed iminoxylitol heterodimers and monomers. Study of their impact on β-glucocerebrosidase activity,organic & biomolecular chemistry
Introducing tetramethylurea as a new methylene precursor: a microwave-assisted RuCl3-catalyzed cross dehydrogenative coupling approach to bis(indolyl)methanes,organic & biomolecular chemistry
"Total syntheses of five uvacalols: structural validation of uvacalol A, uvacalol B and uvacalol C and disproval of the structures of uvacalol E and uvacalol G",organic & biomolecular chemistry
"Some cyclization reactions of 1,3-diphenylbenzo[e][1,2,4]triazin-7(1H)-one: preparation and computational analysis of non symmetrical zwitterionic biscyanines",organic & biomolecular chemistry
"Structure, chemical bonding states, and optical properties of the hetero-structured ZnO/CuO prepared by using the hydrothermal and the electrospinning methods",physica b: condensed matter
Acid-induced chemoselective arylthiolations of electron-rich arenes in ionic liquids from sodium arylsulfinates: the reducibility of halide anions in [Hmim]Br,organic & biomolecular chemistry
Calculation of the temperature dependence of hot electron scattering in heavily p-doped GaAs using a high-temperature approximation to the dielectric function,physica b: condensed matter
Imidazol-2-and-4-ylidene by decarboxylation. Studies on the cross-conjugated mesomeric betaine-alkaloid norzooanemonine and its pseudo-cross-conjugated isomer,organic & biomolecular chemistry
"Density-functional theory study of structures, stabilities, and electronic properties of the Cu2-doped silicon clusters: Comparison with pure silicon clusters",physica b: condensed matter
The total synthesis and functional evaluation of fourteen stereoisomers of yaku'amide B. The importance of stereochemistry for hydrophobicity and cytotoxicity,organic & biomolecular chemistry
Structure–reactivity correlations in nucleophilic substitution reactions of Y-substituted phenyl X-substituted benzoates with anionic and neutral nucleophiles,organic & biomolecular chemistry
Nazarov cyclization of divinyl ketones bearing an ester group at the β-position: a remarkable effect of α-substitution and alkene geometry on regioselectivity,organic & biomolecular chemistry
"An investigation into the anti-HIV activity of 2′,3′-didehydro-2′,3′-dideoxyuridine (d4U) and 2′,3′-dideoxyuridine (ddU) phosphoramidate ‘ProTide’ derivatives",organic & biomolecular chemistry
Variation in energy stored and dissipated in type-II superconductor in applied ac magnetic field with relative phase of two sinusoidal components of the field,physica b: condensed matter
Non-pericyclic cycloaddition of gem-difluorosubstituted azomethine ylides to the CO bond: computational study and synthesis of fluorinated oxazole derivatives,organic & biomolecular chemistry
"Correction: Hypervalent iodine(III)-promoted N-incorporation into N-aryl vinylogous carbamates to quinoxaline diesters: access to 1,4,5,8-tetraazaphenanthrene",organic & biomolecular chemistry
"A search for BACE inhibitors reveals new biosynthetically related pyrrolidones, furanones and pyrroles from a southern Australian marine sponge, Ianthella sp.",organic & biomolecular chemistry
One-pot sequential Ti-/Cu-catalysis for tandem amidation/Ullmann-type cyclization: synthesis of model benzodiazepine(di)ones promoted by microwave irradiation,organic & biomolecular chemistry
Organocatalytic enantioselective Michael addition of cyclic hemiacetals to nitroolefins: a facile access to chiral substituted 5- and 6-membered cyclic ethers,organic & biomolecular chemistry
Sequential enantiodivergent organocatalysis: reversibility in enantioswitching controlled by a conformationally flexible guanidine/bisthiourea organocatalyst,organic & biomolecular chemistry
"Iron(III) chloride-catalysed direct nucleophilic α-substitution of Morita-Baylis-Hillman alcohols with alcohols, arenes, 1,3-dicarbonyl compounds, and thiols",organic & biomolecular chemistry
On-resin Diels–Alder reaction with inverse electron demand: an efficient ligation method for complex peptides with a varying spacer to optimize cell adhesion,organic & biomolecular chemistry
The squaramide-catalyzed asymmetric Michael/cyclization tandem reaction for the synthesis of chiral trifluoromethylated hydroxyimino tetrahydrobenzofuranones,organic & biomolecular chemistry
"One-pot pseudo three-component reaction of nitroketene-N,S-acetals and aldehydes for synthesis of highly functionalized hexa-substituted 1,4-dihydropyridines",organic & biomolecular chemistry
"Regio- and stereocontrolled synthesis of novel 3-sulfonamido-2,3,4,5-tetrahydro-1,5-benzothiazepines from 2-(bromomethyl)- or 2-(sulfonyloxymethyl)aziridines",organic & biomolecular chemistry
"A one-pot, three-step process for the diastereoselective synthesis of aminobicyclo[4.3.0]nonanes using consecutive palladium(II)- and ruthenium(II)-catalysis",organic & biomolecular chemistry
Semisynthetic UbH2A reveals different activities of deubiquitinases and inhibitory effects of H2A K119 ubiquitination on H3K36 methylation in mononucleosomes,organic & biomolecular chemistry
Ab initio MO study on [3 + 2] annulation using β-phenylthio-acryloylsilanes with alkyl methyl ketone enolates and its through-space/bond interaction analysis,organic & biomolecular chemistry
"Smaller, faster, better: modular synthesis of unsymmetrical ammonium salt-tagged NHC–gold(I) complexes and their application as recyclable catalysts in water",organic & biomolecular chemistry
"Diverted organic synthesis (DOS): accessing a new, natural product inspired, neurotrophically active scaffold through an intramolecular Pauson–Khand reaction",organic & biomolecular chemistry
"Reductive decomplexation of π-allyltricarbonyliron lactone complexes using sodium naphthalenide as a route to stereodefined 1,7-diols and 2,3-diene-1,7-diols",organic & biomolecular chemistry
A facile Zr-mediated multicomponent approach to arylated allylic alcohols and its application to the synthesis of highly substituted indenes and spiroindenes,organic & biomolecular chemistry
"Nucleoside-2′,3′/3′,5′-bis(thio)phosphate antioxidants are also capable of disassembly of amyloid beta42-Zn(II)/Cu(II) aggregates via Zn(II)/Cu(II)-chelation",organic & biomolecular chemistry
Simple fabrication of reduced graphene oxide -few layer MoS2 nanocomposite for enhanced electrochemical performance in supercapacitors and water purification,physica b: condensed matter
"Total synthesis of (−)-kainic acid and (+)-allo-kainic acid through SmI2-mediated intramolecular coupling between allyl chloride and an α,β-unsaturated ester",organic & biomolecular chemistry
Synthesis of stable C-phosphonate analogues of Neisseria meningitidis group A capsular polysaccharide structures using modified Mitsunobu reaction conditions,organic & biomolecular chemistry
"A divergent and metal free synthesis of sulfoximine tethered imidazoles, imidazopyridines, imidazothiazoles, imidazobenzothiazines, thiazoles and selenazoles",organic & biomolecular chemistry
"Dendron-anchored organocatalysts: the asymmetric reduction of imines with trichlorosilane, catalysed by an amino acid-derived formamide appended to a dendron",organic & biomolecular chemistry
"7-endo selenocyclization reactions on chiral 3-prenyl and 3-cinnamyl-2-hydroxymethylperhydro-1,3-benzoxazine derivatives. A way to enantiopure 1,4-oxazepanes",organic & biomolecular chemistry
A new synthetic approach to (+)-lactacystin based on radical cyclisation of enantiopure α-ethynyl substituted serine derivatives to 4-methylenepyrrolidinones,organic & biomolecular chemistry
Oligonucleotide duplexes containing N8-glycosylated 8-aza-7-deazaguanine and self-assembly of 8-aza-7-deazapurines on the nucleoside and the oligomeric level,organic & biomolecular chemistry
Simultaneous fluorescence light-up and selective multicolor nucleobase recognition based on sequence-dependent strong binding of berberine to DNA abasic site,organic & biomolecular chemistry
Developing asymmetric iron and ruthenium-based cyclone complexes; complex factors influence the asymmetric induction in the transfer hydrogenation of ketones,organic & biomolecular chemistry
The field-induced laws of thermodynamic properties in the two-dimensional spin-1 ferromagnetic Heisenberg model with the exchange and single-ion anisotropies,physica b: condensed matter
Copper-catalyzed retro-aldol reaction of β-hydroxy ketones or nitriles with aldehydes: chemo- and stereoselective access to (E)-enones and (E)-acrylonitriles,organic & biomolecular chemistry
Cross-coupling reactions of nucleoside triphosphates followed by polymerase incorporation. Construction and applications of base-functionalized nucleic acids,organic & biomolecular chemistry
"A nitroenolate approach to the synthesis of 4,5-disubstituted-2-aminoimidazoles. Pilot library assembly and screening for antibiotic and antibiofilm activity",organic & biomolecular chemistry
"Design and synthesis of simple, yet potent and selective non-ring-A pyripyropene A-based inhibitors of acyl-coenzyme A: cholesterol acyltransferase 2 (ACAT2)",organic & biomolecular chemistry
"Lactols in an asymmetric aldol-desymmetrization sequence: access to tetrahydro-4H-furo[2,3-b]pyran-2-one and tetrahydro-4H-furo[2,3-b]furan-2-one derivatives",organic & biomolecular chemistry
Chiroptical molecular propellers based on hexakis(phenylethynyl)benzene through the complexation-induced intramolecular transmission of local point chirality,organic & biomolecular chemistry
Chemoenzymatic synthesis of GM3 and GM2 gangliosides containing a truncated ceramide functionalized for glycoconjugate synthesis and solid phase applications,organic & biomolecular chemistry
"Towards more chemically robust polymer-supported chiral catalysts: α,α–diphenyl-L-prolinol based catalysts for the reduction of prochiral ketones with borane",organic & biomolecular chemistry
"Synthesis of apiose-containing oligosaccharide fragments of the plant cell wall: fragments of rhamnogalacturonan-II side chains A and B, and apiogalacturonan",organic & biomolecular chemistry
"Chemistry of anthracene–acetylene oligomers. XVII. Synthesis, structure, and dynamic behavior of 1,8-anthrylene pentamers and hexamers with acetylene linkers",organic & biomolecular chemistry
"Synthesis of novel polycyano-containing organic ligands via double carbanion cleavage of 1′,3′-dioxo-1′,3′-dihydrospiro[cyclopropane-1,2′-indene] derivatives",organic & biomolecular chemistry
Correction: Absolute stereochemistry and preferred conformations of urate degradation intermediates from computed and experimental circular dichroism spectra,organic & biomolecular chemistry
A diastereoselective Mannich-type reaction of α-fluorinated carboxylate esters: synthesis of β-amino acids containing α-quaternary fluorinated carbon centers,organic & biomolecular chemistry
"A cationic lanthanide complex binds selectively to phosphorylated tyrosine sites, aiding NMR analysis of the phosphorylated insulin receptor peptide fragment",organic & biomolecular chemistry
"Discovery of potential anti-inflammatory drugs: diaryl-1,2,4-triazoles bearing N-hydroxyurea moiety as dual inhibitors of cyclooxygenase-2 and 5-lipoxygenase",organic & biomolecular chemistry
"Photocycloadditions of substituted oxazoles with isoquinoline-1,3,4-trione—chemo-, regio-, diastereoselectivities and transformation of the photocycloadducts",organic & biomolecular chemistry
NHC-mediated cross-coupling of sugar-derived cyclic nitrones with enals: general and efficient synthesis of polyhydroxylated pyrrolizidines and indolizidines,organic & biomolecular chemistry
"Synthesis and biological evaluation of novel pyrano[3,2-c]carbazole derivatives as anti-tumor agents inducing apoptosis via tubulin polymerization inhibition",organic & biomolecular chemistry
The epitaxial growth of the PrCaSrMnO and LaCaMnO/PrCaSrMnO/LaCaMnO multilayer thin films with CMR effects prepared by a new method: Precursor Film Sintering,physica b: condensed matter
Chemoenzymatic synthesis of a mixed phosphine–phosphine oxide catalyst and its application to asymmetric allylation of aldehydes and hydrogenation of alkenes,organic & biomolecular chemistry
[3 + 2] cycloaddition and subsequent oxidative dehydrogenation between alkenes and diazo compounds: a simple and direct approach to pyrazoles using TBAI/TBHP,organic & biomolecular chemistry
"Thermoelectric power in ultrathin films, quantum wires and carbon nanotubes under classically large magnetic field: Simplified theory and relative comparison",physica b: condensed matter
The influence of the silicon substrate temperature on structural and optical properties of thin-film cadmium sulfide formed with femtosecond laser deposition,physica b: condensed matter
Chemoselective acylation of benzimidazoles with phenylacetic acids under different Cu catalysts to give fused five-membered N-heterocycles or tertiary amides,organic & biomolecular chemistry
"Aryl-bis-(scorpiand)-aza receptors differentiate between nucleotide monophosphates by a combination of aromatic, hydrogen bond and electrostatic interactions",organic & biomolecular chemistry
Reactivity of alkynylindole-2-carboxamides in [Pd]-catalysed C–H activation and phase transfer catalysis: formation of pyrrolo-diindolones vs. β-carbolinones,organic & biomolecular chemistry
Investigation of thermal conductivity and microstructure of the α-Al2O3 particulate reinforced aluminum composites (Al/Al2O3-MMC) by powder metallurgy method,physica b: condensed matter
Opioid ligands with mixed properties from substituted enantiomeric N-phenethyl-5-phenylmorphans. Synthesis of a µ-agonist δ-antagonist and δ-inverse agonists,organic & biomolecular chemistry
Facile synthesis of benzoindoles and naphthofurans through carbonaceous material-catalyzed cyclization of naphthylamines/naphthols with nitroolefins in water,organic & biomolecular chemistry
"A case study of 2,2-dimethylthiazolidine as locked cis proline amide bond: synthesis, NMR and molecular modeling studies of a δ-conotoxin EVIA peptide analog",organic & biomolecular chemistry
"Step change in equilibrium magnetization across the second magnetization peak and the peak effect region of a weakly pinned low Tc superconductor, Ca3Rh4Sn13",physica b: condensed matter
"Prodrugs of HIV protease inhibitors—saquinavir, indinavir and nelfinavir—derived from diglycerides or amino acids: synthesis, stability and anti-HIV activity",organic & biomolecular chemistry
Field history dependence of nonlinear dielectric properties of Ba0.6Sr0.4TiO3 ceramics under bias electric field: Polarization behavior of polar nano-regions,physica b: condensed matter
"New β-strand macrocyclic peptidomimetic analogues containing α-(O-, S- or NH-)aryl substituted glycine residues: synthesis, chemical and enzymatic properties",organic & biomolecular chemistry
"A fluorene-based material containing triple azacrown ether groups: synthesis, characterization and application in chemosensors and electroluminescent devices",organic & biomolecular chemistry
"Intramolecular cyclization of diarylmethanols and α,β-unsaturated amides promoted by KOt-Bu/DMF: a metal-free approach towards 3,4-disubstituted quinolinones",organic & biomolecular chemistry
A concise synthesis of (alkynyl)(trifluoromethyl)sulfanes via a bismuth(III)-promoted reaction of trimethyl(alkynyl)silane with trifluoromethanesulfanylamide,organic & biomolecular chemistry
